SITE_ID,PLOT,COMMUNITY,Scientific,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH
02-005-B,5,2,Gratiola ebracteata,bractless hedge-hyssop,0.5,N,
02-005-B,1,1,Agrostis capillaris,colonial bentgrass,12,E,
02-005-B,3,1,Agrostis capillaris,colonial bentgrass,20,E,
02-005-B,4,1,Agrostis capillaris,colonial bentgrass,1,E,
02-005-B,5,1,Agrostis capillaris,colonial bentgrass,0.5,E,
02-005-B,6,1,Agrostis capillaris,colonial bentgrass,33,E,
02-005-B,7,1,Agrostis capillaris,colonial bentgrass,45,E,
02-005-B,8,1,Agrostis capillaris,colonial bentgrass,5,E,
02-005-B,9,1,Agrostis capillaris,colonial bentgrass,20,E,
02-005-B,8,1,Juncus effusus,common rush,20,N,100
02-005-B,4,1,Eleocharis palustris,common spike-rush,50,N,39
02-005-B,5,1,Eleocharis palustris,common spike-rush,0.5,N,
02-005-B,2,1,Nasturtium officinale,common watercress,0.5,E,
02-005-B,3,1,Myosotis scorpiodes,European forget-me-not ,2,E,
02-005-B,4,1,Myosotis scorpiodes,European forget-me-not ,2,E,
02-005-B,5,1,Myosotis scorpiodes,European forget-me-not ,3,E,
02-005-B,6,1,Myosotis scorpiodes,European forget-me-not ,2,E,
02-005-B,7,1,Myosotis scorpiodes,European forget-me-not ,0.5,E,
02-005-B,8,1,Myosotis scorpiodes,European forget-me-not ,70,E,
02-005-B,9,1,Myosotis scorpiodes,European forget-me-not ,20,E,
02-005-B,3,2,Myosotis scorpiodes,European forget-me-not ,1,E,
02-005-B,4,2,Myosotis scorpiodes,European forget-me-not ,8,E,
02-005-B,6,2,Myosotis scorpiodes,European forget-me-not ,2,E,
02-005-B,1,1,,ground,30,S,
02-005-B,2,1,,ground,10,S,
02-005-B,3,1,,ground,4,S,
02-005-B,4,1,,ground,27,S,
02-005-B,5,1,,ground,33,S,
02-005-B,7,1,,ground,5,S,
02-005-B,8,1,,ground,7,S,
02-005-B,9,1,,ground,40,S,
02-005-B,1,2,,ground,95,S,
02-005-B,2,2,,ground,65,S,
02-005-B,3,2,,ground,98,S,
02-005-B,4,2,,ground,65,S,
02-005-B,5,2,,ground,72,S,
02-005-B,6,2,,ground,55,S,
02-005-B,9,1,Cardamine oligosperma,little western bitter-cress,1,N,
02-005-B,1,1,Carex lyngbei,Lyngbye's sedge ,65,N,
02-005-B,2,1,Carex lyngbei,Lyngbye's sedge ,80,N,
02-005-B,3,1,Carex lyngbei,Lyngbye's sedge ,75,N,
02-005-B,4,1,Carex lyngbei,Lyngbye's sedge ,20,N,85
02-005-B,5,1,Carex lyngbei,Lyngbye's sedge ,60,N,83
02-005-B,6,1,Carex lyngbei,Lyngbye's sedge ,75,N,112
02-005-B,7,1,Carex lyngbei,Lyngbye's sedge ,50,N,
02-005-B,9,1,Carex lyngbei,Lyngbye's sedge ,0.5,N,
02-005-B,8,1,Sparganium angustifolium,narrow-leaved bur-reed,12,N,
02-005-B,9,1,Sparganium angustifolium,narrow-leaved bur-reed,0.5,N,
02-005-B,4,2,Sparganium angustifolium,narrow-leaved bur-reed,1,N,
02-005-B,6,2,Sparganium angustifolium,narrow-leaved bur-reed,2,N,
02-005-B,9,1,Bidens cernua,nodding beggarticks,1,N,
02-005-B,9,1,Persicaria sp.,persicaria,3,U,
02-005-B,7,1,Persicaria sp.,persicaria,0.5,U,
02-005-B,1,2,Persicaria sp.,persicaria,1,U,
02-005-B,2,2,Persicaria sp.,persicaria,0.5,U,
02-005-B,4,2,Persicaria sp.,persicaria,0.5,U,
02-005-B,4,1,Crassula aquatica,pigmyweed,1,N,
02-005-B,5,1,Crassula aquatica,pigmyweed,1,N,
02-005-B,7,1,Crassula aquatica,pigmyweed,0.5,N,
02-005-B,8,1,Crassula aquatica,pigmyweed,0.5,N,
02-005-B,9,1,Crassula aquatica,pigmyweed,1,N,
02-005-B,6,2,Crassula aquatica,pigmyweed,0.5,N,
02-005-B,7,1,Juncus oxymeris,pointed rush,1,N,
02-005-B,1,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-005-B,8,1,Callitriche stagnalis,pond water-starwort,0.5,E,
02-005-B,9,1,Callitriche stagnalis,pond water-starwort,5,E,
02-005-B,1,2,Callitriche stagnalis,pond water-starwort,5,E,
02-005-B,2,2,Callitriche stagnalis,pond water-starwort,35,E,
02-005-B,3,2,Callitriche stagnalis,pond water-starwort,1,E,
02-005-B,4,2,Callitriche stagnalis,pond water-starwort,25,E,
02-005-B,5,2,Callitriche stagnalis,pond water-starwort,28,E,
02-005-B,6,2,Callitriche stagnalis,pond water-starwort,35,E,
02-005-B,4,1,Lythrum salicaria,purple loosestrife,1,I,
02-005-B,7,1,Lythrum salicaria,purple loosestrife,1,I,
02-005-B,8,1,Lythrum salicaria,purple loosestrife,4,I,
02-005-B,9,1,Lythrum salicaria,purple loosestrife,5,I,
02-005-B,6,2,Lythrum salicaria,purple loosestrife,5,I,
02-005-B,7,1,Epilobium ciliatum,purple-leaved willowherb,1,N,
02-005-B,1,1,Phalaris arundinacea,reed canarygrass,2,I,
02-005-B,3,1,Phalaris arundinacea,reed canarygrass,1,I,
02-005-B,6,2,Phalaris arundinacea,reed canarygrass,0.5,I,
02-005-B,1,1,Leersia oryzoides ,rice cutgrass,3,N,
02-005-B,4,1,Eleocharis parvula,small spike-rush,0.5,N,
02-005-B,5,1,Eleocharis parvula,small spike-rush,1,N,
02-005-B,8,1,Eleocharis parvula,small spike-rush,0.5,N,
02-005-B,9,1,Eleocharis parvula,small spike-rush,2,N,
02-005-B,6,1,Equisetum fluviatile,swamp horsetail,0.5,N,
02-005-B,7,1,Equisetum fluviatile,swamp horsetail,1,N,
02-005-B,1,1,Limosella aquatica,water mudwort,0.5,N,
02-005-B,4,1,Limosella aquatica,water mudwort,0.5,N,
02-005-B,8,1,Limosella aquatica,water mudwort,0.5,N,
02-005-B,9,1,Limosella aquatica,water mudwort,2,N,
02-005-B,4,2,Limosella aquatica,water mudwort,0.5,N,
02-005-B,5,2,Limosella aquatica,water mudwort,0.5,N,
02-005-B,6,2,Limosella aquatica,water mudwort,0.5,N,
02-005-B,4,1,Alisma sp.,water-plantain,0.5,U,
02-005-B,5,1,Alisma sp.,water-plantain,0.5,U,
02-005-B,6,1,Alisma sp.,water-plantain,0.5,U,
02-005-B,7,1,Alisma sp.,water-plantain,1,U,
02-005-B,8,1,Lilaeopsis occidentalis,western lilaeopsis,1,N,
02-005-B,9,1,Lilaeopsis occidentalis,western lilaeopsis,0.5,N,
