SITE_ID,PLOT,COMMUNITY,Scientific,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH
05-001,2-Jan,1,Juncus balticus,Baltic rush ,50,N,96
05-001,3-Jan,1,Juncus balticus,Baltic rush ,60,N,109
05-001,4-Jan,1,Juncus balticus,Baltic rush ,90,N,97
05-001,5-Jan,1,Juncus balticus,Baltic rush ,80,N,112
05-001,6-Jan,1,Juncus balticus,Baltic rush ,90,N,96
05-001,7-Jan,1,Juncus balticus,Baltic rush ,50,N,95
05-001,8-Jan,1,Juncus balticus,Baltic rush ,3,N,
05-001,9-Jan,1,Juncus balticus,Baltic rush ,80,N,114
05-001,10-Jan,1,Juncus balticus,Baltic rush ,85,N,
05-001,8-Jan,1,,bare ground,10,S,
05-001,10-Jan,1,,bare ground,5,S,
05-001,5-Jan,1,Rumex conglomeratus,clustered dock,2,E,
05-001,3-Jan,1,Potentilla egedii,coast silverweed,20,N,
05-001,4-Jan,1,Potentilla egedii,coast silverweed,4,N,
05-001,5-Jan,1,Potentilla egedii,coast silverweed,8,N,
05-001,7-Jan,1,Potentilla egedii,coast silverweed,6,N,
05-001,9-Jan,1,Potentilla egedii,coast silverweed,20,N,
05-001,1-Jan,1,Taraxacum officinale,common dandelion,1,E,
05-001,4-Jan,1,Taraxacum officinale,common dandelion,0.5,E,
05-001,7-Jan,1,Taraxacum officinale,common dandelion,0.5,E,
05-001,2-Jan,1,Equisetum arvense,common horsetail,1,N,
05-001,5-Jan,1,Equisetum arvense,common horsetail,3,N,
05-001,2-Jan,1,Sonchus oleraceus,common sow thistle,2,E,
05-001,1-Jan,1,Eleocharis palustris,common spike-rush,7,N,44
05-001,3-Jan,1,Eleocharis palustris,common spike-rush,2,N,
05-001,4-Jan,1,Eleocharis palustris,common spike-rush,3,N,
05-001,8-Jan,1,Eleocharis palustris,common spike-rush,3,N,
05-001,6-Jan,1,Nasturtium officinale,common watercress,0.1,E,
05-001,2-Jan,1,Agrostis stolonifera,creeping bentgrass,5,E,
05-001,3-Jan,1,Agrostis stolonifera,creeping bentgrass,2,E,
05-001,6-Jan,1,Agrostis stolonifera,creeping bentgrass,3,E,
05-001,8-Jan,1,Agrostis stolonifera,creeping bentgrass,8,E,
05-001,5-Jan,1,Hypochaeris radicata,hairy cat's ear,1,E,
05-001,5-Jan,1,Lycopus sp.,horehound,20,U,
05-001,3-Jan,1,Lycopus sp.,horehound,1,U,
05-001,4-Jan,1,Lycopus sp.,horehound,1,U,
05-001,10-Jan,1,Lycopus sp.,horehound,0.5,U,
05-001,3-Jan,1,,log,7,S,
05-001,1-Jan,1,Carex lyngbei,Lyngbye's sedge,90,N,102
05-001,2-Jan,1,Carex lyngbei,Lyngbye's sedge,40,N,84
05-001,3-Jan,1,Carex lyngbei,Lyngbye's sedge,15,N,81
05-001,4-Jan,1,Carex lyngbei,Lyngbye's sedge,10,N,82
05-001,5-Jan,1,Carex lyngbei,Lyngbye's sedge,2,N,
05-001,6-Jan,1,Carex lyngbei,Lyngbye's sedge,4,N,
05-001,7-Jan,1,Carex lyngbei,Lyngbye's sedge,50,N,88
05-001,8-Jan,1,Carex lyngbei,Lyngbye's sedge,85,N,97
05-001,9-Jan,1,Carex lyngbei,Lyngbye's sedge,20,N,89
05-001,10-Jan,1,Carex lyngbei,Lyngbye's sedge,10,N,
05-001,2-Jan,1,,Mustard,1,E,
05-001,1-Jan,1,Oenanthe sarmentosa,Pacific water-parsley,1,N,
05-001,1-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
05-001,2-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
05-001,4-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
05-001,7-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
05-001,9-Jan,1,Callitriche stagnalis,pond water-starwort,0.5,E,
05-001,2-Jan,1,Lythrum salicaria,purple loosestrife,1,I,
05-001,4-Jan,1,Lythrum salicaria,purple loosestrife,2,I,
05-001,6-Jan,1,Lythrum salicaria,purple loosestrife,2,I,
05-001,7-Jan,1,Lythrum salicaria,purple loosestrife,1,I,
05-001,8-Jan,1,Lythrum salicaria,purple loosestrife,2,I,
05-001,1-Jan,1,Epilobium ciliatum ssp. watsonii,purple-leaved willowherb,2,N,
05-001,7-Jan,1,Epilobium ciliatum ssp. watsonii,purple-leaved willowherb,2,N,
05-001,10-Jan,1,Epilobium ciliatum ssp. watsonii,purple-leaved willowherb,2,N,
05-001,1-Jan,1,Bidens connata,purplestem beggarticks,1,E,
05-001,5-Jan,1,Phalaris arundinacea,reed canarygrass,4,I,
05-001,5-Jan,1,Plantago lanceolata,ribwort plantain,3,E,
05-001,5-Jan,1,Trifolium wormskioldii,springbank clover,1,N,
05-001,1-Jan,1,Bidens amplissima,Vancouver Island beggarticks ,1,N,
