SITE_ID,PLOT,COMMUNITY,Scientific,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH
02-001,4-Mar,3,Juncus balticus,Baltic rush ,15,N,
02-001,7-Mar,3,Juncus balticus,Baltic rush ,50,N,63
02-001,5-Mar,3,Lysimachia terrestris ,bog loosestrife,0.5,E,
02-001,6-Mar,3,Lysimachia terrestris ,bog loosestrife,5,E,
02-001,7-Mar,3,Lysimachia terrestris ,bog loosestrife,6,E,
02-001,8-Feb,2,Gratiola ebracteata,bractless hedge-hyssop,0.5,N,
02-001,Feb-39,2,Gratiola ebracteata,bractless hedge-hyssop,0.5,N,
02-001,7-Mar,3,Gratiola ebracteata,bractless hedge-hyssop,0.5,N,
02-001,5-Jan,1,Sagittaria latifolia,broad-leaved arrowhead,0.5,N,
02-001,20-Jan,1,Sagittaria latifolia,broad-leaved arrowhead,1,N,
02-001,21-Jan,1,Sagittaria latifolia,broad-leaved arrowhead,1,N,
02-001,22-Jan,1,Sagittaria latifolia,broad-leaved arrowhead,0.5,N,
02-001,23-Jan,1,Sagittaria latifolia,broad-leaved arrowhead,4,N,
02-001,28-Jan,1,Sagittaria latifolia,broad-leaved arrowhead,8,N,
02-001,Jan-38,1,Sagittaria latifolia,broad-leaved arrowhead,2,N,
02-001,4-Mar,3,Cirsium arvense,Canada thistle ,1,I,
02-001,5-Mar,3,Cirsium arvense,Canada thistle ,0.5,I,
02-001,Feb-34,2,Elodea canadensis,Canadian waterweed,15,N,
02-001,2-Jan,1,Agrostis capillaris,colonial bentgrass ,3,E,
02-001,3-Jan,1,Agrostis capillaris,colonial bentgrass ,15,E,
02-001,5-Jan,1,Agrostis capillaris,colonial bentgrass ,82.5,E,
02-001,6-Jan,1,Agrostis capillaris,colonial bentgrass ,45,E,
02-001,7-Jan,1,Agrostis capillaris,colonial bentgrass ,16,E,
02-001,10-Jan,1,Agrostis capillaris,colonial bentgrass ,50,E,
02-001,13-Jan,1,Agrostis capillaris,colonial bentgrass ,45,E,
02-001,14-Jan,1,Agrostis capillaris,colonial bentgrass ,37,E,
02-001,16-Jan,1,Agrostis capillaris,colonial bentgrass ,50,E,
02-001,21-Jan,1,Agrostis capillaris,colonial bentgrass ,21,E,
02-001,22-Jan,1,Agrostis capillaris,colonial bentgrass ,22,E,
02-001,24-Jan,1,Agrostis capillaris,colonial bentgrass ,3,E,
02-001,25-Jan,1,Agrostis capillaris,colonial bentgrass ,10,E,
