Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
09-003,1,15,AGROGIG,10,E,,
09-003,1,5,IRISPSE,1,I,,
09-003,1,14,IRISPSE,0.1,I,,
09-003,1,15,IRISPSE,2,I,,
09-003,1,19,IRISPSE,1,I,,
09-003,1,1,LYTHSAL,0.1,I,,
09-003,1,3,LYTHSAL,5,I,,
09-003,1,19,LYTHSAL,0.1,I,,
09-003,1,22,LYTHSAL,0.1,I,,
09-003,1,1,PHALARU,40,I,,
09-003,1,2,PHALARU,4,I,,
09-003,1,3,PHALARU,7,I,,
09-003,1,6,PHALARU,13,I,,"hummock, elevated mound. Lady fern dominant"
09-003,1,7,PHALARU,4,I,,
09-003,1,14,PHALARU,70,I,,
09-003,1,15,PHALARU,5,I,,
09-003,1,19,PHALARU,2,I,,
09-003,1,22,PHALARU,8,I,,
09-003,1,23,PHALARU,55,I,,
09-003,1,24,PHALARU,70,I,,
09-003,1,1,TYPHANG,2,I,,raised mound
09-003,1,5,TYPHANG,7,I,,
09-003,1,10,TYPHANG,2,I,,standing litter
09-003,1,11,TYPHANG,4,I,,Lots of dead standing typha
09-003,1,16,TYPHANG,1,I,,
09-003,1,19,TYPHANG,4,I,,
09-003,1,20,TYPHANG,1,I,,most dead litter standing
09-003,1,3,TYPHGLA,10,I,,
09-003,1,7,TYPHGLA,10,I,,
09-003,1,8,TYPHGLA,4,I,,Lots of dead standing typha
09-003,1,9,TYPHGLA,3,I,,standing litter
09-003,1,16,TYPHGLA,10,I,,
09-003,1,21,TYPHGLA,20,I,,standing litter
09-003,1,6,ATHYFIL,10,N,,
09-003,1,15,BIDECER,0.1,N,,
09-003,1,15,CARELYN,2,N,,
09-003,1,16,CARELYN,0.1,N,,
09-003,1,1,CIRSARV,1,E,,
09-003,1,15,ELEOPAL,5,N,,
09-003,1,22,ELEOPAL,70,N,,
09-003,1,3,EQUIARV,0.1,N,,
09-003,1,14,EQUIARV,1,N,,
09-003,1,1,IMPACAP,7,E,,
09-003,1,2,IMPACAP,2,E,,
09-003,1,3,IMPACAP,15,E,,
09-003,1,6,IMPACAP,40,E,,
09-003,1,14,IMPACAP,0.1,E,,
09-003,1,23,IMPACAP,0.1,E,,
09-003,1,3,MARRVUL,0.1,N,,
09-003,1,3,RORRIPA,0.1,N,,
09-003,1,2,SCRIMIC,7,N,,
09-003,1,7,SCRIMIC,4,N,,
09-003,1,17,SCRIMIC,60,N,,
09-003,1,22,SCRIMIC,0.1,N,,
09-003,1,15,SIUMSUA,0.1,N,,
09-003,1,2,TYPHLAT,1,N,,
09-003,1,6,TYPHLAT,0.1,N,,
09-003,1,14,TYPHLAT,0.1,N,,
09-003,1,15,TYPHLAT,2,N,,edge of a channel
09-003,1,22,TYPHLAT,0.1,N,,
09-003,1,23,TYPHLAT,1,N,,
09-003,1,24,TYPHLAT,3,N,,
09-003,1,1,LITTER,50,S,,
09-003,1,2,LITTER,90,S,,
09-003,1,3,LITTER,60,S,,
09-003,1,5,LITTER,50,S,,
09-003,1,6,LITTER,4,S,,
09-003,1,7,LITTER,85,S,,
09-003,1,8,LITTER,89,S,,
09-003,1,9,LITTER,93,S,,
09-003,1,10,LITTER,97,S,,
09-003,1,11,LITTER,95,S,,
09-003,1,14,LITTER,7,S,,
09-003,1,15,LITTER,60,S,,
09-003,1,16,LITTER,88,S,,
09-003,1,17,LITTER,6,S,,
09-003,1,19,LITTER,75,S,,
09-003,1,20,LITTER,95,S,,
09-003,1,21,LITTER,78,S,,
09-003,1,22,LITTER,10,S,,
09-003,1,23,LITTER,40,S,,
09-003,1,24,LITTER,17,S,,
09-003,1,2,LOG,2,S,,
09-003,1,1,MUD,1,S,,
09-003,1,2,MUD,2,S,,
09-003,1,3,MUD,1,S,,
09-003,1,5,MUD,50,S,,
09-003,1,7,MUD,0.1,S,,
09-003,1,8,MUD,7,S,,
09-003,1,9,MUD,4,S,,
09-003,1,10,MUD,1,S,,
09-003,1,11,MUD,1,S,,
09-003,1,14,MUD,0.1,S,,
09-003,1,15,MUD,5,S,,
09-003,1,16,MUD,1,S,,
09-003,1,17,MUD,34,S,,
09-003,1,19,MUD,15,S,,
09-003,1,20,MUD,1,S,,
09-003,1,21,MUD,2,S,,
09-003,1,22,MUD,3,S,,
09-003,1,23,MUD,3,S,,
09-003,1,24,MUD,3,S,,
09-003,2,1,AGROCAP,50,E,,
09-003,2,7,AGROCAP,0.1,E,,
09-003,2,15,AGROCAP,2,E,,
09-003,2,2,AGROSTO,0.1,E,,
09-003,2,8,AGROSTO,0.1,E,,
09-003,2,9,AGROSTO,0.1,E,,
09-003,2,1,CALLISTA,0.1,E,,
09-003,2,2,CALLISTA,0.1,E,,
09-003,2,8,CALLISTA,0.1,E,,
09-003,2,15,CALLSTA,0.1,E,,
09-003,2,14,IRISPSE,0.1,I,,
09-003,2,14,TYPHANG,2,I,,
09-003,2,15,TYPHGLA,0.1,I,,
09-003,2,2,ALISTRI,1,N,,
09-003,2,8,ALISTRI,0.1,N,,
09-003,2,3,BIDECER,0.1,N,,
09-003,2,5,BIDECER,0.1,N,,
09-003,2,6,BIDECER,0.1,N,,
09-003,2,7,BIDECER,0.1,N,,
09-003,2,11,BIDECER,0.1,N,,
09-003,2,14,BIDECER,0.1,N,,
09-003,2,15,BIDECER,0.1,N,,
09-003,2,12,BIDECER,0.1,N,,
09-003,2,1,CARELYN,0.1,N,,
09-003,2,6,CARELYN,0.1,N,130,
09-003,2,7,CARELYN,3,N,,
09-003,2,8,CARELYN,12,N,,
09-003,2,7,ELEOPAL,0.1,N,,
09-003,2,10,ELEOPAL,0.1,N,,
09-003,2,12,ELEOPAL,1,N,,
09-003,2,14,ELEOPAL,6,N,,
