Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
02-011,1,20,AGROSTO,1,E,,
02-011,1,13,ALISTRI,2,N,,
02-011,1,2,ALISTRI,1,N,,
02-011,1,3,ALISTRI,2,N,,
02-011,1,17,ALISTRI,3,N,,
02-011,1,18,ALISTRI,3,N,,
02-011,1,10,ALISTRI,0.1,N,,
02-011,1,8,ALISTRI,0.1,N,,
02-011,1,12,ALISTRI,0.1,N,,
02-011,1,20,CARELYN,17,N,135,
02-011,1,13,CARELYN,15,N,191,
02-011,1,2,CARELYN,0.1,N,186,
02-011,1,3,CARELYN,4,N,200,
02-011,1,17,CARELYN,7,N,198,
02-011,1,14,CARELYN,75,N,181,
02-011,1,4,CARELYN,80,N,196,
02-011,1,18,CARELYN,5,N,165,
02-011,1,11,CARELYN,85,N,186,
02-011,1,15,CARELYN,70,N,174,
02-011,1,5,CARELYN,15,N,144,
02-011,1,6,CARELYN,20,N,158,
02-011,1,9,CARELYN,70,N,153,
02-011,1,10,CARELYN,40,N,165,
02-011,1,16,CARELYN,90,N,158,
02-011,1,19,CARELYN,90,N,189,
02-011,1,7,CARELYN,20,N,144,Channel/mudflat adjacent
02-011,1,1,CARELYN,75,N,167,
02-011,1,8,CARELYN,75,N,160,
02-011,1,12,CARELYN,90,N,169,
02-011,1,7,ELEOPAL,0.1,N,,
02-011,1,20,LITTER,3,S,,
02-011,1,13,LITTER,2,S,,
02-011,1,2,LITTER,3,S,,
02-011,1,3,LITTER,2,S,,
02-011,1,17,LITTER,10,S,,
02-011,1,18,LITTER,5,S,,
02-011,1,11,LITTER,6,S,,
02-011,1,15,LITTER,2,S,,
02-011,1,6,LITTER,2,S,,
02-011,1,9,LITTER,2,S,,
02-011,1,16,LITTER,0.1,S,,
02-011,1,1,LYTHSAL,0.1,I,,
02-011,1,20,MUD,70,S,,
02-011,1,13,MUD,78,S,,
02-011,1,2,MUD,92,S,,
02-011,1,3,MUD,90,S,,
02-011,1,17,MUD,76,S,,
02-011,1,14,MUD,25,S,,
02-011,1,4,MUD,20,S,,
02-011,1,18,MUD,85,S,,
02-011,1,11,MUD,15,S,,
02-011,1,15,MUD,30,S,,
02-011,1,5,MUD,82,S,,
02-011,1,6,MUD,74,S,,
02-011,1,9,MUD,28,S,,
02-011,1,10,MUD,56,S,,
02-011,1,16,MUD,9,S,,
02-011,1,19,MUD,10,S,,
02-011,1,7,MUD,80,S,,
02-011,1,1,MUD,25,S,,
02-011,1,8,MUD,23,S,,
02-011,1,12,MUD,80,S,,
02-011,1,13,PHALARU,1,I,,
02-011,1,3,PHALARU,0.1,I,,
02-011,1,18,SCHOTAB,2,N,,
02-011,1,11,SCHOTAB,5,N,,
02-011,1,19,SCHOTAB,0.1,N,,
02-011,1,7,SCHOTAB,0.1,N,,
02-011,1,1,SCHOTAB,0.1,N,,
02-011,1,18,SCIRMIC,1,N,,
02-011,1,5,SCIRMIC,1,N,,
02-011,1,6,SCIRMIC,1,N,,
02-011,1,8,SCIRMIC,1,N,,
02-011,1,2,TYPHANG,2,I,,
02-011,1,3,TYPHANG,1,I,,
02-011,1,8,TYPHANG,0.1,I,,
02-011,1,3,TYPHGLA,1,I,,
02-011,1,10,TYPHGLA,4,I,,
02-011,1,1,TYPHGLA,0.1,I,,
02-011,1,13,TYPHLAT,2,N,,
02-011,1,2,TYPHLAT,2,N,,
02-011,1,17,TYPHLAT,4,N,,
02-011,1,4,TYPHLAT,2,N,,
02-011,1,18,TYPHLAT,0.1,N,,
02-011,1,15,TYPHLAT,0.1,N,,
02-011,1,5,TYPHLAT,2,N,,
02-011,1,6,TYPHLAT,3,N,,
02-011,1,16,TYPHLAT,1,N,,
02-011,1,8,TYPHLAT,1,N,,
02-011,1,12,TYPHLAT,2,N,,
