Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
REF3,1,1,CARELYN,40,N,115,
REF3,1,1,SCIRMIC,1,N,,
REF3,1,1,EQUIFLU,0.1,N,,
REF3,1,1,LYTHSAL,0.1,I,,
REF3,1,1,TYPHANG,0.1,I,,
REF3,1,1,JUNCART,0.1,N,,
REF3,1,1,GALIPAL,0.1,N,,
REF3,1,1,MUD,60,,,
REF3,1,20,CARELYN,25,N,95,
REF3,1,20,LYTHSAL,1,I,,
REF3,1,20,ELEOPAL,0.1,N,,
REF3,1,20,EQUIFLU,0.1,N,,
REF3,1,20,MUD,74,,,
REF3,1,11,CARELYN,25,N,82,
REF3,1,11,PHALARU,2,I,,
REF3,1,11,EQUIFLU,1,N,,
REF3,1,11,SCIRMIC,1,N,,
REF3,1,11,ELEOPAL,0.1,N,,
REF3,1,11,JUNCART,0.1,N,,
REF3,1,11,LITTER,1,,,
REF3,1,11,MUD,70,,,
REF3,1,14,PHALARU,5,I,,
REF3,1,14,EQUIFLU,15,N,,
REF3,1,14,LITTER,3,,,
REF3,1,14,MUD,77,,,
REF3,1,16,PHALARU,45,I,,
REF3,1,16,TYPHLAT,2,N,,
REF3,1,16,EQUIFLU,0.1,N,,
REF3,1,16,LITTER,20,,,
REF3,1,16,MUD,33,,,
REF3,1,15,CARELYN,25,N,84,
REF3,1,15,PHALARU,25,I,,
REF3,1,15,EQUIFLU,1,N,,
REF3,1,15,LYTHSAL,0.1,I,,
REF3,1,15,SCHEARU,3,E,,
REF3,1,15,JUNCART,5,N,,
REF3,1,15,GALITRI,0.1,N,,
REF3,1,15,LITTER,15,,,
REF3,1,15,MUD,26,,,
REF3,1,2,CARELYN,45,N,98,
REF3,1,2,PHALARU,15,I,,
REF3,1,2,LYCOEUR,7,E,,
REF3,1,2,EQUIFLU,1,N,,
REF3,1,2,RANUOCC,1,N,,
REF3,1,2,ELEOPAL,0.1,N,,
REF3,1,2,JUNCART,7,N,,
REF3,1,2,LITTER,2,,,
REF3,1,2,MUD,22,,,
REF3,1,17,PHALARU,2,I,,
REF3,1,17,TYPHLAT,2,N,,
REF3,1,17,EQUIFLU,0.1,N,,
REF3,1,17,LITTER,96,,,
REF3,1,8,PHALARU,15,I,,
REF3,1,8,TYPHLAT,0.1,N,,
REF3,1,8,EQUIFLU,0.1,N,,
REF3,1,8,LITTER,85,,,
REF3,1,7,PHALARU,15,I,,
REF3,1,7,TYPHLAT,1,N,,
REF3,1,7,EQUIFLU,0.1,N,,
REF3,1,7,LITTER,84,,,
REF3,1,4,PHALARU,10,I,,
REF3,1,4,TYPHLAT,1,N,,
REF3,1,4,EQUIFLU,0.1,N,,
REF3,1,4,LITTER,84,,,
REF3,1,4,MUD,5,,,
REF3,1,3,CARELYN,20,N,51,herbivory
REF3,1,3,LILLAOCC,1,N,,
REF3,1,3,ELEOPAL,0.1,N,,
REF3,1,3,JUNCART,0.1,N,,
REF3,1,3,CICUDOU,0.1,N,,
REF3,1,3,EQUIFLU,0.1,N,,
REF3,1,3,MUD,79,,,
REF3,1,13,PHALARU,10,I,,
REF3,1,13,TYPHLAT,1,N,,
REF3,1,13,EQUIFLU,1,N,,
REF3,1,13,CICUDOU,0.1,N,,
REF3,1,13,LOG,1,,,
REF3,1,13,LITTER,82,,,
REF3,1,13,MUD,5,,,
REF3,1,10,CARELYN,30,N,92,
REF3,1,10,MENTARV,1,E,,
REF3,1,10,AGROSTO,0.1,E,,
REF3,1,10,EQUIFLU,0.1,N,,
REF3,1,10,JUNCART,0.1,N,,
REF3,1,10,GALITRI,0.1,N,,
REF3,1,10,TYPHLAT,0.1,N,,
REF3,1,10,ELEOPAL,0.1,N,,
REF3,1,10,MUD,69,,,
REF3,1,10,LITTER,0.1,,,
REF3,1,5,PHALARU,14,I,,
REF3,1,5,EQUIFLU,0.1,N,,
REF3,1,5,LITTER,85,,,
REF3,1,5,TYPHGLA,1,I,,
REF3,1,6,PHALARU,5,I,,
REF3,1,6,EQUIFLU,0.1,N,,
REF3,1,6,ZIZZSP,1,E,,
REF3,1,6,LITTER,92,,,
REF3,1,6,MUD,2,,,
REF3,1,19,ZIZZSP,60,E,,
REF3,1,19,LITTER,40,,,
REF3,1,12,ZIZZSP,55,,,
REF3,1,12,LITTER,1,,,
REF3,1,12,MUD,44,,,
REF3,1,9,PHALARU,1,I,,
REF3,1,9,ZIZZSP,35,E,,
REF3,1,9,EQUIFLU,0.1,N,,
REF3,1,9,LITTER,40,,,
REF3,1,9,MUD,25,,,
REF3,1,18,PHALARU,4,I,,
REF3,1,18,ZIZZSP,45,E,,
REF3,1,18,EQUIFLU,0.1,N,,
REF3,1,18,LYTHSAL,0.1,I,,
REF3,1,18,ELEOPAL,0.1,N,,
REF3,1,18,LITTER,50,,,
REF3,1,18,MUD,1,,,
