Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
02-013,2,1,AGROSTO,4,E,,
02-013,1,9,AGROSTO,3,E,,
02-013,1,3,AGROSTO,0.1,E,,
02-013,1,10,AGROSTO,1,E,,
02-013,1,20,AGROSTO,0.1,E,,
02-013,1,11,AGROSTO,0.1,E,,
02-013,1,19,AGROSTO,1,E,,
02-013,1,5,AGROSTO,1,E,,
02-013,1,2,AGROSTO,0.1,E,,
02-013,1,8,AGROSTO,0.1,E,,
02-013,2,22,AGROSTO,40,E,,
02-013,1,7,ALISTRI,0.1,N,,
02-013,1,8,ALISTRI,0.1,N,,
02-013,1,6,CARELYN,50,N,185,
02-013,1,9,CARELYN,87,N,160,
02-013,1,3,CARELYN,72,N,178,
02-013,1,7,CARELYN,60,N,162,
02-013,1,10,CARELYN,96,N,133,
02-013,1,20,CARELYN,99,N,172,
02-013,1,11,CARELYN,90,N,164,
02-013,1,19,CARELYN,95,N,154,
02-013,1,5,CARELYN,80,N,162,
02-013,1,2,CARELYN,40,N,165,
02-013,1,8,CARELYN,30,N,123,
02-013,2,22,CARELYN,0.1,N,133,
02-013,1,8,ELEOPAL,1,N,,
02-013,2,1,IRISPSE,2,I,,
02-013,2,1,JUNCEFF,0.1,N,,
02-013,1,8,LILLOCC,2,N,,
02-013,2,21,LITTER,10,S,,
02-013,1,10,LITTER,3,S,,
02-013,1,20,LITTER,0.1,S,,
02-013,1,11,LITTER,1,S,,
02-013,1,19,LITTER,0.1,S,,
02-013,2,4,LOTUCOR,0.1,E,,
02-013,2,21,LOTUCOR,0.1,E,,
02-013,2,22,LOTUCOR,5,E,,
02-013,2,1,LYCOEUR,4,E,,
02-013,2,4,LYCOEUR,1,E,,
02-013,2,21,LYCOEUR,0.1,E,,
02-013,1,8,LYCOEUR,0.1,N,,
02-013,2,22,LYCOEUR,1,N,,
02-013,2,1,LYTHSAL,1,I,,
02-013,1,7,LYTHSAL,0.1,I,,
02-013,2,1,MUD,25,S,,
02-013,1,6,MUD,50,S,,
02-013,1,9,MUD,15,S,,
02-013,2,4,MUD,76,S,,
02-013,1,3,MUD,28,S,,
02-013,2,21,MUD,79,S,,
02-013,1,7,MUD,40,S,,
02-013,1,11,MUD,9,S,,
02-013,1,19,MUD,4,S,,
02-013,1,5,MUD,19,S,,
02-013,1,2,MUD,60,S,,
02-013,1,8,MUD,66,S,,
02-013,2,22,MUD,50,S,,
02-013,2,1,PERSPP,1,U,,
02-013,1,8,PERSSP,0.1,U,,
02-013,2,1,PHALARU,1,I,,
02-013,2,4,PHALARU,3,I,,
02-013,2,21,PHALARU,11,I,,491475 5450027
02-013,1,8,PHALARU,0.1,I,,
02-013,2,22,PHALARU,2,I,,10 U 491475 5450042
02-013,2,1,POTEANS,62,N,,
02-013,2,4,POTEANS,14,N,,
02-013,2,21,POTEANS,1,N,,
02-013,1,2,POTEANS,0.1,N,,
02-013,1,8,ROCK,1,S,,
02-013,2,22,RUMECON,4,E,,
02-013,2,4,SONCARV,6,E,,
02-013,2,21,SONCARV,5,E,,
02-013,2,1,TARAOFF,0.1,E,,
02-013,1,6,WOOD,1,S,,
02-013,1,20,WOOD,1,S,,
