Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
03-001A,1,2,AGROSTO,0.1,E,,
03-001A,1,5,AGROSTO,0.1,E,,
03-001A,1,7,AGROSTO,0.1,E,,
03-001A,1,14,AGROSTO,0.1,E,,
03-001A,1,17,AGROSTO,0.1,E,,
03-001A,1,B,AGROSTO,45,E,,
03-001A,1,C,AGROSTO,0.1,E,,
03-001A,1,5,ALISTRI,0.1,N,,
03-001A,1,A,ALISTRI,1,N,,
03-001A,1,17,CALLSTA,0.1,E,,
03-001A,1,B,CALLSTA,0.1,E,,
03-001A,1,5,CARELYN,10,N,103,
03-001A,1,6,CARELYN,0.1,N,,
03-001A,1,10,CARELYN,40,N,34,herbivory
03-001A,1,14,CARELYN,90,N,126,
03-001A,1,17,CARELYN,12,N,154,
03-001A,1,19,CARELYN,90,N,124,
03-001A,1,B,CARELYN,1,N,64,
03-001A,1,C,CARELYN,98,N,102,
03-001A,1,5,ELEOPAL,0.1,N,,
03-001A,1,10,ELEOPAL,0.1,N,,
03-001A,1,14,ELEOPAL,0.1,N,,
03-001A,1,17,ELEOPAL,0.1,N,,
03-001A,1,B,ELEOPAL,2,N,,
03-001A,1,17,ELODCAN,0.1,N,,
03-001A,1,6,EQUIFLU,0.1,N,,
03-001A,1,7,EQUIFLU,0.1,N,,
03-001A,1,6,IRISPSE,5,I,,
03-001A,1,12,IRISPSE,1,I,,
03-001A,1,21,IRISPSE,5,I,,
03-001A,1,C,IRISPSE,0.1,I,,
03-001A,1,6,JUNCART,0.1,N,,
03-001A,1,2,JUNCBAL,99.7,N,,
03-001A,1,6,JUNCBAL,1,N,,
03-001A,1,7,JUNCBAL,99,N,,
03-001A,1,12,JUNCBAL,0.1,N,,
03-001A,1,14,JUNCBAL,5,N,,
03-001A,1,5,LILLOCC,0.1,N,,
03-001A,1,7,LILLOCC,0.1,N,,
03-001A,1,10,LILLOCC,0.1,N,,
03-001A,1,14,LILLOCC,0.1,N,,
03-001A,1,2,LITTER,0.1,S,,
03-001A,1,5,LITTER,10,S,,
03-001A,1,6,LITTER,3,S,,
03-001A,1,14,LITTER,1,S,,
03-001A,1,17,LITTER,1,S,,
03-001A,1,A,LITTER,51,S,,
03-001A,1,B,LITTER,1,S,,
03-001A,1,C,LITTER,0.1,S,,
03-001A,1,12,LYCOEUR,0.1,E,,
03-001A,1,17,LYSITER,0.1,E,,
03-001A,1,5,LYTHSAL,0.1,I,,
03-001A,1,B,LYTHSAL,12,I,,
03-001A,1,C,LYTHSAL,0.1,I,,
03-001A,1,6,LYTSHAL,2,I,,
03-001A,1,2,MUD,0.1,S,,
03-001A,1,5,MUD,70,S,,
03-001A,1,6,MUD,44,S,,
03-001A,1,7,MUD,0.1,S,,
03-001A,1,10,MUD,60,S,,
03-001A,1,12,MUD,39,S,,
03-001A,1,14,MUD,4,S,,
03-001A,1,17,MUD,84,S,,
03-001A,1,19,MUD,1,S,,
03-001A,1,A,MUD,40,S,,
03-001A,1,B,MUD,36,S,,
03-001A,1,C,MUD,2,S,,
03-001A,1,5,MYRIHIP,0.1,N,,
03-001A,1,17,MYRIHIP,1,N,,
03-001A,1,5,PERSSP,0.1,U,,
03-001A,1,6,PHALARU,10,I,,
03-001A,1,7,PHALARU,0.1,I,,
03-001A,1,19,PHALARU,0.1,I,,
03-001A,1,B,PHALARU,3,I,,
03-001A,1,C,PHALARU,0.1,I,,
03-001A,1,12,PLANMAJ,1,E,,
03-001A,1,6,POTEANS,5,N,,
03-001A,1,7,POTEANS,1,N,,
03-001A,1,12,POTEANS,3,N,,
03-001A,1,14,POTEANS,0.1,N,,
03-001A,1,21,POTEANS,2,N,,
03-001A,1,17,SCHOTAB,1,N,,
03-001A,1,C,SCHOTAB,0.1,N,,
03-001A,1,12,SOLICAN,1,N,,
03-001A,1,6,SYMPSUB,0.1,N,,
03-001A,1,12,TRIFPRA,15,E,,
03-001A,1,A,TYPHGLA,8,I,,
03-001A,1,5,WOOD,10,S,,
03-001A,1,6,WOOD,30,S,,
03-001A,1,12,WOOD,40,S,,
03-001A,1,19,WOOD,9,S,,
03-001A,1,C,WOOD,2,S,,
