Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
Ref7,1,2,AGROCAP,0.1,E,,
Ref7,1,17,AGROCAP,10,E,,
Ref7,1,9,AGROCAP,2,E,,
Ref7,1,18,AGROCAP,30,E,,
Ref7,1,20,AGROCAP,10,E,,
Ref7,1,16,AGROCAP,10,E,,
Ref7,1,7,AGROCAP,20,E,,
Ref7,1,14,AGROCAP,50,E,,
Ref7,1,15,AGROCAP,40,E,,
Ref7,1,5,AGROCAP,6,E,,
Ref7,1,2,ALISTRI,2,N,,
Ref7,1,19,ALISTRI,1,N,,
Ref7,1,8,ALISTRI,1,N,,
Ref7,1,12,ALISTRI,2,N,,
Ref7,1,4,ATHYFIL,0.1,N,,
Ref7,1,2,BIDECER,4,N,,
Ref7,1,9,BIDECER,0.1,N,,
Ref7,1,16,BIDECER,0.1,N,,
Ref7,1,2,CALLSTA,0.1,E,,
Ref7,1,17,CALLSTA,0.1,E,,
Ref7,1,8,CALLSTA,0.1,E,,
Ref7,1,11,CALTPAL,1,N,,
Ref7,1,1,CARELYN,20,N,115,
Ref7,1,10,CARELYN,4,N,119,
Ref7,1,17,CARELYN,60,N,123,
Ref7,1,3,CARELYN,0.1,N,125,
Ref7,1,18,CARELYN,6,N,94,
Ref7,1,20,CARELYN,0.1,N,128,
Ref7,1,16,CARELYN,5,N,105,
Ref7,1,7,CARELYN,20,N,128,
Ref7,1,14,CARELYN,20,N,119,
Ref7,1,15,CARELYN,15,N,128,
Ref7,1,6,CARELYN,0.1,N,109,
Ref7,1,5,CARELYN,6,N,107,
Ref7,1,1,ELEOPAL,1,N,,
Ref7,1,19,ELEOPAL,0.1,N,,
Ref7,1,15,ELEOPAL,0.1,N,,
Ref7,1,2,EQUIARV,0.1,N,,
Ref7,1,6,EQUIARV,0.1,N,,
Ref7,1,11,EQUIARV,0.1,N,,
Ref7,1,1,EQUIFLU,1,N,,
Ref7,1,10,EQUIFLU,0.1,N,,
Ref7,1,17,EQUIFLU,0.1,N,,
Ref7,1,3,EQUIFLU,4,N,,
Ref7,1,19,EQUIFLU,17,N,,
Ref7,1,9,EQUIFLU,6,N,,
Ref7,1,13,EQUIFLU,2,N,,
Ref7,1,4,EQUIFLU,0.1,N,,
Ref7,1,8,EQUIFLU,0.1,N,,
Ref7,1,18,EQUIFLU,3,N,,
Ref7,1,12,EQUIFLU,1,N,,
Ref7,1,20,EQUIFLU,2,N,,
Ref7,1,16,EQUIFLU,17,N,,
Ref7,1,7,EQUIFLU,0.1,N,,
Ref7,1,14,EQUIFLU,1,N,,
Ref7,1,15,EQUIFLU,0.1,N,,
Ref7,1,6,EQUIFLU,6,N,,
Ref7,1,11,EQUIFLU,1,N,,
Ref7,1,5,EQUIFLU,0.1,N,,
Ref7,1,18,GALITRI,0.1,N,,
Ref7,1,5,GALITRI,0.1,N,,
Ref7,1,10,GLYCSP,0.1,N,,
Ref7,1,20,GLYCSP,0.1,N,,
Ref7,1,10,IMPACAP,0.1,N,,
Ref7,1,17,IMPACAP,0.1,N,,
Ref7,1,3,IMPACAP,2,N,,
Ref7,1,19,IMPACAP,1,N,,
Ref7,1,9,IMPACAP,12,N,,
Ref7,1,13,IMPACAP,4,N,,
Ref7,1,4,IMPACAP,3,N,,
Ref7,1,18,IMPACAP,10,N,,
Ref7,1,20,IMPACAP,10,N,,
Ref7,1,7,IMPACAP,0.1,N,,
Ref7,1,6,IMPACAP,4,N,,
Ref7,1,11,IMPACAP,3,N,,
Ref7,1,5,IMPACAP,0.1,N,,
Ref7,1,11,IRISPSE,12,I,,
Ref7,1,5,IRISPSE,3,I,,
Ref7,1,12,JUNCART,0.1,N,,
Ref7,1,8,JUNCOXY,0.1,N,,
Ref7,1,17,LILLAOCC,0.1,N,,
Ref7,1,1,LITTER,50,S,,
Ref7,1,2,LITTER,11,S,,
Ref7,1,10,LITTER,60,S,,
Ref7,1,17,LITTER,15,S,,
Ref7,1,3,LITTER,7,S,,
Ref7,1,19,LITTER,12,S,,
Ref7,1,9,LITTER,33,S,,
Ref7,1,13,LITTER,48,S,,
Ref7,1,4,LITTER,20,S,,
Ref7,1,8,LITTER,55,S,,
Ref7,1,18,LITTER,23,S,,
Ref7,1,12,LITTER,8,S,,
Ref7,1,20,LITTER,50,S,,
Ref7,1,16,LITTER,24,S,,
Ref7,1,7,LITTER,40,S,,
Ref7,1,14,LITTER,15,S,,
Ref7,1,15,LITTER,33,S,,
Ref7,1,6,LITTER,60,S,,
Ref7,1,11,LITTER,59,S,,
Ref7,1,5,LITTER,59,S,,
Ref7,1,2,LYCOEUR,0.1,N,,
Ref7,1,19,LYCOEUR,4,N,,
Ref7,1,9,LYCOEUR,4,N,,
Ref7,1,4,LYCOEUR,0.1,N,,
Ref7,1,12,LYCOEUR,3,N,,
Ref7,1,16,LYCOEUR,1,N,,
Ref7,1,7,LYCOEUR,7,N,,
Ref7,1,14,LYCOEUR,10,N,,
Ref7,1,15,LYCOEUR,1,N,,
Ref7,1,5,LYCOEUR,0.1,N,,
Ref7,1,4,LYSIAME,65,N,,next to riparian area
Ref7,1,11,LYSIAME,15,N,,
Ref7,1,1,LYTHSAL,1,I,,
Ref7,1,3,LYTHSAL,1,I,,
Ref7,1,19,LYTHSAL,4,I,,
Ref7,1,9,LYTHSAL,4,I,,
Ref7,1,13,LYTHSAL,4,I,,
Ref7,1,4,LYTHSAL,0.1,I,,
Ref7,1,20,LYTHSAL,4,I,,
Ref7,1,16,LYTHSAL,4,I,,
Ref7,1,11,LYTHSAL,1,I,,
Ref7,1,11,MENYTRI,1,N,,
Ref7,1,18,MIMUGUT,0.1,N,,
Ref7,1,16,MIMUGUT,0.1,N,,
Ref7,1,7,MIMUGUT,0.1,N,,
Ref7,1,14,MIMUGUT,0.1,N,,
Ref7,1,15,MIMUGUT,1,N,,
Ref7,1,1,MUD,25,S,,
Ref7,1,2,MUD,80,S,,
Ref7,1,10,MUD,20,S,,
Ref7,1,17,MUD,15,S,,
Ref7,1,3,MUD,60,S,,
Ref7,1,19,MUD,60,S,,
Ref7,1,9,MUD,34,S,,
Ref7,1,13,MUD,20,S,,
Ref7,1,4,MUD,15,S,,
Ref7,1,8,MUD,40,S,,
Ref7,1,18,MUD,24,S,,
Ref7,1,12,MUD,55,S,,
Ref7,1,20,MUD,31,S,,
Ref7,1,16,MUD,15,S,,
Ref7,1,7,MUD,8,S,,
Ref7,1,14,MUD,2,S,,
Ref7,1,15,MUD,10,S,,
Ref7,1,6,MUD,24,S,,
Ref7,1,11,MUD,5,S,,
Ref7,1,5,MUD,20,S,,
Ref7,1,19,MYOSSCO,1,E,,
Ref7,1,9,MYOSSCO,3,E,,
Ref7,1,18,MYOSSCO,4,E,,
Ref7,1,12,MYOSSCO,0.1,E,,
Ref7,1,20,MYOSSCO,0.1,E,,
Ref7,1,16,MYOSSCO,8,E,,
Ref7,1,12,OENASAR,5,N,,
Ref7,1,3,PHALARU,0.1,N,,
Ref7,1,19,PHALARU,0.1,N,,
Ref7,1,13,PHALARU,5,N,,
Ref7,1,4,PHALARU,5,N,,
Ref7,1,8,PHALARU,4,N,,
Ref7,1,12,PHALARU,25,N,,
Ref7,1,20,PHALARU,0.1,N,,
Ref7,1,6,PHALARU,0.1,N,,
Ref7,1,8,POTEANS,0.1,N,,
Ref7,1,7,POTEANS,5,N,,
Ref7,1,5,POTEANS,4,N,,
Ref7,1,6,RUMESAL,1,N,,
Ref7,1,2,SAGILAT,0.1,N,,
Ref7,1,19,SAGILAT,1,N,,
Ref7,1,8,SAGILAT,0.1,N,,
Ref7,1,16,SAGILAT,1,N,,
Ref7,1,1,SALIX SP,1,N,,
Ref7,1,13,SALIX SP,1,N,,log debris/riparian area
Ref7,1,2,SCHOTAB,3,N,,
Ref7,1,12,SCHOTAB,1,N,,
Ref7,1,16,SCHOTAB,5,N,,
Ref7,1,14,SCHOTAB,2,N,,
Ref7,1,3,SCIRMIC,15,N,,
Ref7,1,16,SIUMSUA,0.1,N,,
Ref7,1,2,SPARAME,0.1,N,,
Ref7,1,1,TYPHLAT,1,N,,
Ref7,1,10,TYPHLAT,1,N,,
Ref7,1,9,TYPHLAT,2,N,,
Ref7,1,13,TYPHLAT,1,N,,
Ref7,1,20,TYPHLAT,3,N,,
Ref7,1,6,TYPHLAT,5,N,,
Ref7,1,11,TYPHLAT,2,N,,
Ref7,1,5,TYPHLAT,2,N,,
Ref7,1,10,WOOD,15,S,,
Ref7,1,13,WOOD,5,S,,
Ref7,1,4,WOOD,20,S,,
Ref7,1,16,WOOD,10,S,,
