Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
REF-20,1,11,DISTSPI,82,N,,
REF-20,1,11,SALIPAC,6,N,,
REF-20,1,11,ATRIPAT,0.1,U,,
REF-20,1,11,WOOD,4,,,
REF-20,1,11,MUD,8,,,
REF-20,1,12,ATRIPAT,1,U,,
REF-20,1,12,DISTSPI,94,N,,
REF-20,1,12,TRIGMAR,0.1,N,,
REF-20,1,12,LITTER,6,,,
REF-20,1,18,DISTSPI,1,N,,
REF-20,1,18,JUNCGER,74,E,,
REF-20,1,18,SALIPAC,1,N,,
REF-20,1,18,ATRIPAT,0.1,U,,
REF-20,1,18,TRIGMAR,0.1,N,,
REF-20,1,18,LOG,20,,,
REF-20,1,18,LITTER,4,,,
REF-20,1,7,DISTSPI,99,N,,
REF-20,1,7,ATRIAT,1,U,,
REF-20,1,4,DISTSPI,95,N,,
REF-20,1,4,ATRIPRO,0.1,U,,
REF-20,1,4,TRIGMAR,1,N,,
REF-20,1,4,JUNCGER,3,E,,
REF-20,1,4,MUD,1,,,
REF-20,1,10,TRIGMAR,20,N,,
REF-20,1,10,SALIPAC,2,N,,
REF-20,1,10,DISTSPI,1,N,,
REF-20,1,10,SPERCAN,0.1,E,,
REF-20,1,10,MUD,76,,,
REF-20,1,10,WOOD,1,,,
REF-20,1,8,DISTSPI,80,N,,
REF-20,1,8,SALIPAC,5,N,,
REF-20,1,8,TRIGMAR,2,N,,
REF-20,1,8,LYSIMAR,0.1,N,,
REF-20,1,8,MUD,13,,,
REF-20,1,2,DISTSPI,85,N,,
REF-20,1,2,SALIPAC,10,N,,
REF-20,1,2,LITTER,5,,,
REF-20,1,14,DISTSPI,99,N,,
REF-20,1,14,SALIPAC,0.1,N,,
REF-20,1,14,ATRIPAT,1,U,,
REF-20,1,13,DISTSPI,100,N,,
REF-20,1,13,ATRIPAT,0.1,U,,
REF-20,1,17,DISTSPI,90,N,,
REF-20,1,17,ATRIPAT,3,U,,
REF-20,1,17,JUNCGER,0.1,E,,
REF-20,1,17,LITTER,7,,,
REF-20,1,5,DISTSPI,97,N,,
REF-20,1,5,ATRIPAT,1,U,,
REF-20,1,5,TRIGMAR,2,N,,
REF-20,1,5,LITTER,0.1,,,
REF-20,1,16,DISTSPI,60,N,,
REF-20,1,16,SALIPAC,2,N,,
REF-20,1,16,TRIGMAR,1,N,,
REF-20,1,16,LITTER,37,,,
REF-20,1,9,DISTSPI,83,N,,
REF-20,1,9,TRIGMAR,0.1,N,,
REF-20,1,9,SALIPAC,0.1,N,,
REF-20,1,9,MUD,17,,,
REF-20,1,6,DISTSPI,83,N,,
REF-20,1,6,SALIPAC,8,N,,
REF-20,1,6,TRIGMAR,1,N,,
REF-20,1,6,MUD,8,,,
REF-20,1,15,DISTSPI,69,N,,
REF-20,1,15,ATRIPAT,23,U,,
REF-20,1,15,MUD,8,,,
REF-20,1,1,DISTSPI,94,N,,
REF-20,1,1,ATRIPAT,4,U,,
REF-20,1,1,SALIPAC,0.1,N,,
REF-20,1,1,MUD,2,,,
REF-20,1,3,DISTSPI,99,N,,
REF-20,1,3,SALIPAC,1,N,,
REF-20,1,3,ATRIPAT,0.1,U,,
REF-20,1,3,WOOD,1,,,
REF-20,1,19,DISTSPI,98,N,,
REF-20,1,19,ATRIPAT,1,U,,
REF-20,1,19,MUD,1,,,
REF-20,1,20,DISTSPI,86,N,,
REF-20,1,20,ATRIPAT,1,U,,
REF-20,1,20,SALIPAC,12,N,,
REF-20,1,20,MUD,1,,,
