"","PC_mean","PC_sd"
"Baltic rush ",9.35,23.6246328196243
"broad-leaved arrowhead",1.83333333333333,4.44183352428603
"buckbean",2.4,10.4075569361551
"coast silverweed",0.183333333333333,0.91428635570585
"colonial bentgrass",7.63333333333333,9.3826080240695
"common cattail",0.533333333333333,2.92118697336089
"common spike-rush",1.31666666666667,4.62840430783457
"common watercress ",0.133333333333333,0.507416263404925
"creeping bentgrass",0.166666666666667,0.912870929175277
"Douglas' aster",2.96666666666667,11.8684842983521
"European forget-me-not",9.8,12.2429430764181
"European forget-me-not ",2.96666666666667,8.96538682486931
"horehound",7.86666666666667,14.8480425584012
"jointed rush",0.533333333333333,2.41737009183938
"Lyngbye's sedge ",29.2333333333333,26.5598651499139
"Lyngbyei's sedge ",0.166666666666667,0.912870929175277
"nodding beggarticks",1.68333333333333,6.5422807018355
"Pacific water-parsley",0.333333333333333,1.06133726101046
"persicaria",0.5,1.00858384842825
"pigmyweed",0.05,0.201288949968224
"pointed rush",0.2,0.66436383882992
"pond water-starwort",1.86666666666667,7.3190037636248
"purple-leaved willowherb",2.1,2.94020876575234
"purple loosestrife",9.63333333333333,13.1161478084586
"reed canarygrass",7.3,25.3542487767728
"rice cutgrass",2.15,2.47452538117292
"skunk cabbage",0.6,3.286335345031
"slender rush",2.36666666666667,8.03219098092314
"small bedstraw",0.933333333333333,3.75024903387654
"small spike-rush",0.266666666666667,1.46059348668044
"soft-stemmed bulrush",1.05,1.89532091723548
"spreading rush",0.566666666666667,2.75033958195928
"stalked birds-foot trefoil",1,5.47722557505166
"swamp horsetail",1.08333333333333,1.81033114390012
"tufted loosestrife",0.4,2.19089023002066
"water-parsnip",0.166666666666667,0.912870929175277
"water-plantain",0.683333333333333,1.48836483600543
"western dock",0.1,0.547722557505166
"western lilaeopsis",0.0333333333333333,0.182574185835055
"yellow iris",1.4,5.61770599886245
"yellow marsh marigold",0.5,1.94315775709681
