"","pcMean","pcSD","pcMax","pcMin"
"ACORAME",1.25,5.59016994374947,25,0
"AGROSTO",2.3,8.88908260022845,40,0
"ALISTRI",0.18,0.356296742085937,1,0
"BIDECER",0.005,0.0223606797749979,0.1,0
"CALLSTA",0.045,0.051041778553404,0.1,0
"CARELYN",4.07,6.51210209411758,25,0
"CIRSARV",0.005,0.0223606797749979,0.1,0
"CRASAQU",0.07,0.222663304943632,1,0
"ELEOPAL",0.13,0.301050791308325,1,0
"ELEOPAR",0.02,0.0410391340834062,0.1,0
"EQUIFLU",0.04,0.0502624689950035,0.1,0
"GALITRI",0.01,0.0307793505625546,0.1,0
"IMPACAP",0.16,0.363318042491699,1,0
"IRISPSE",1.5,3.66347548532523,15,0
"JUNCART",0.11,0.305906762541172,1,0
"JUNCEFF",0.1,0.447213595499958,2,0
"JUNCOXY",0.17,0.484605102390759,2,0
"LILASCI",0.01,0.0307793505625546,0.1,0
"LILLOCC",0.06,0.0502624689950035,0.1,0
"LIMOAQU",0.035,0.0489360484929593,0.1,0
"LITTER",0.15,0.670820393249937,3,0
"LYCOEUR",0.105,0.306894461543893,1,0
"LYSITER",0.01,0.0307793505625546,0.1,0
"LYTHSAL",0.325,0.559016994374947,2,0
"MUD",84.1,13.4356164530581,98,47
"MYOSSCO",0.28,0.537636151666671,2,0
"OENASAR",0.005,0.0223606797749979,0.1,0
"PERSSP",0.085,0.220704613263496,1,0
"PHALARU",0.245,0.507288976090707,2,0
"SAGILAT",0.005,0.0223606797749979,0.1,0
"SCIRMIC",2.155,4.2185648594853,15,0
"SIUMSUA",0.025,0.0444261658319319,0.1,0
"SPAREME",0.06,0.223371298160944,1,0
"SYMPSUB",0.01,0.0307793505625546,0.1,0
"WOOD",2.5,11.1803398874989,50,0
