"","pcMean","pcSD","pcMax","pcMin"
"ALISTRI",0.005,0.0223606797749979,0.1,0
"CALLSTA",0.075,0.22213082915966,1,0
"CALYSEP",0.005,0.0223606797749979,0.1,0
"CARELYN",50.05,25.2867242056505,87,2
"ELEOPAL",1.41,3.61472136219596,15,0
"JUNCBAL",8.7,22.178937376662,90,0
"LILLOCC",0.055,0.223547946111178,1,0
"LITTER",0.015,0.0366347548532523,0.1,0
"LYTHSAL",0.05,0.223606797749979,1,0
"MUD",37,19.2572611049224,75,5
"POTAFOL",0.16,0.487096661756921,2,0
"SCHOTAB",0.11,0.305906762541172,1,0
"SIUMSUA",0.005,0.0223606797749979,0.1,0
"TRIGMAR",0.01,0.0307793505625546,0.1,0
"WOOD",1.755,7.3678158586053,33,0
